[2025-09-05 21:27:13] [INFO    ] discord.client: logging in using static token
[2025-09-05 21:42:30] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 1, 'd': None}
[2025-09-05 21:42:30] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:42:30] [WARNING ] discord.gateway: Can't keep up, shard ID None websocket is 21.0s behind.
[2025-09-05 21:42:50] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-09-05 21:42:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:49:29] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-09-05 21:49:48] [DEBUG   ] discord.gateway: Timed out receiving packet. Attempting a reconnect.
[2025-09-05 21:49:48] [DEBUG   ] discord.client: Got a request to RESUME the websocket.
[2025-09-05 21:49:48] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-09-05 21:49:48] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-b.discord.gg
[2025-09-05 21:49:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-b-b0db",{"micros":0.0}]']}}
[2025-09-05 21:49:48] [DEBUG   ] discord.gateway: Shard ID None has sent the RESUME payload.
[2025-09-05 21:49:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:49:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 9, 'd': False}
[2025-09-05 21:49:48] [INFO    ] discord.gateway: Shard ID None session has been invalidated.
[2025-09-05 21:49:48] [DEBUG   ] discord.client: Got a request to IDENTIFY the websocket.
[2025-09-05 21:49:48] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-09-05 21:49:48] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-b.discord.gg
[2025-09-05 21:49:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-b-np62",{"micros":0.0}]']}}
[2025-09-05 21:49:53] [DEBUG   ] discord.gateway: Shard ID None has sent the IDENTIFY payload.
[2025-09-05 21:49:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:49:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'bot', 'primary_guild': None, 'mfa_enabled': False, 'id': '1412636582699077672', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '7715', 'clan': None, 'bot': True, 'avatar': None}, 'session_type': 'normal', 'session_id': '8fa931e1cf4aaefc2f0f67bcfa25d147', 'resume_gateway_url': 'wss://gateway-us-east1-b.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '1412640636896808982'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['us-south', 'atlanta', 'us-central', 'us-east', 'us-west'], 'game_relationships': [], 'auth': {}, 'application': {'id': '1412636582699077672', 'flags': 557056}, '_trace': ['["gateway-prd-arm-us-east1-b-np62",{"micros":107630,"calls":["id_created",{"micros":716,"calls":[]},"session_lookup_time",{"micros":8824,"calls":[]},"session_lookup_finished",{"micros":11,"calls":[]},"discord-sessions-prd-2-130",{"micros":97660,"calls":["start_session",{"micros":81028,"calls":["discord-api-rpc-5c86ccbdf-cw7fc",{"micros":48224,"calls":["get_user",{"micros":5448},"get_guilds",{"micros":4216},"send_scheduled_deletion_message",{"micros":10},"guild_join_requests",{"micros":1},"authorized_ip_coro",{"micros":11},"pending_payments",{"micros":19919},"apex_experiments",{"micros":2413},"user_activities",{"micros":4},"played_application_ids",{"micros":7}]}]},"starting_guild_connect",{"micros":43,"calls":[]},"presence_started",{"micros":407,"calls":[]},"guilds_started",{"micros":66,"calls":[]},"lobbies_started",{"micros":1,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":16092,"calls":[]},"connect_finished",{"micros":16096,"calls":[]},"build_ready",{"micros":16,"calls":[]},"clean_ready",{"micros":1,"calls":[]},"optimize_ready",{"micros":0,"calls":[]},"split_ready",{"micros":0,"calls":[]}]}]}]']}}
[2025-09-05 21:49:54] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-05 21:49:54] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: 8fa931e1cf4aaefc2f0f67bcfa25d147).
[2025-09-05 21:49:54] [DEBUG   ] discord.client: Dispatching event connect
[2025-09-05 21:49:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'default_message_notifications': 0, 'voice_states': [], 'nsfw': False, 'hub_type': None, 'premium_tier': 0, 'roles': [{'version': 1756870173579, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1412640636896808982', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1757123000429, 'unicode_emoji': None, 'tags': {'bot_id': '1412636582699077672'}, 'position': 2, 'permissions': '563276639759458', 'name': 'bot', 'mentionable': False, 'managed': True, 'id': '1412641006318391389', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1757123000656, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '0', 'name': 'Officer', 'mentionable': False, 'managed': False, 'id': '1413700783211282432', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 16632384}, 'color': 16632384}], 'owner_id': '729334509149093918', 'emojis': [], 'unavailable': False, 'explicit_content_filter': 0, 'system_channel_flags': 0, 'region': 'deprecated', 'profile': None, 'channels': [{'version': 1756870173586, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1412640637530013696', 'flags': 0}, {'version': 1756870173590, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '1412640637530013697', 'flags': 0}, {'version': 1756870173595, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1412640637530013696', 'name': 'general', 'last_message_id': '1413712305450913813', 'id': '1412640637530013698', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1756870173601, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1412640637530013697', 'name': 'General', 'last_message_id': None, 'id': '1412640637530013699', 'icon_emoji': {'name': '🎙', 'id': None}, 'flags': 0, 'bitrate': 64000}], 'member_count': 2, 'rules_channel_id': None, 'activity_instances': [], 'presences': [], 'home_header': None, 'id': '1412640636896808982', 'max_members': 25000000, 'nsfw_level': 0, 'mfa_level': 0, 'afk_timeout': 300, 'name': 'test', 'features': [], 'moderator_reporting': None, 'threads': [], 'inventory_settings': None, 'description': None, 'max_video_channel_users': 25, 'embedded_activities': [], 'public_updates_channel_id': None, 'preferred_locale': 'en-US', 'safety_alerts_channel_id': None, 'premium_progress_bar_enabled': False, 'icon': None, 'max_stage_video_channel_users': 50, 'lazy': True, 'premium_features': None, 'vanity_url_code': None, 'soundboard_sounds': [], 'afk_channel_id': None, 'discovery_splash': None, 'banner': None, 'premium_subscription_count': 0, 'stickers': [], 'verification_level': 0, 'joined_at': '2025-09-03T03:31:01.589000+00:00', 'latest_onboarding_question_id': None, 'guild_scheduled_events': [], 'large': False, 'application_id': None, 'members': [{'user': {'username': 'bot', 'public_flags': 0, 'primary_guild': None, 'id': '1412636582699077672', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '7715', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1412641006318391389'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-03T03:31:01.589000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'stage_instances': [], 'system_channel_id': '1412640637530013698', 'version': 1756870280672, 'application_command_counts': {}, 'incidents_data': None, 'owner_configured_content_level': 0, 'splash': None}}
[2025-09-05 21:49:54] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-05 21:49:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': 'ad818847567564ecb75bd09c5dffd555', 'members': [{'user': {'username': 'rubaa_', 'public_flags': 0, 'primary_guild': None, 'id': '729334509149093918', 'global_name': 'ruba', 'display_name_styles': None, 'display_name': 'ruba', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '6b7be855887154fc95616ebc0ab0c7e8'}, 'roles': ['1413700783211282432'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-03T03:29:33.538000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'bot', 'public_flags': 0, 'primary_guild': None, 'id': '1412636582699077672', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '7715', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1412641006318391389'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-03T03:31:01.589000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1412640636896808982', 'chunk_index': 0, 'chunk_count': 1}}
[2025-09-05 21:49:54] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-05 21:49:54] [DEBUG   ] discord.state: Processed a chunk for 2 members in guild ID 1412640636896808982.
[2025-09-05 21:56:14] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-09-05 21:56:14] [DEBUG   ] discord.client: Dispatching event ready
[2025-09-05 21:56:48] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 21:57:12] [DEBUG   ] discord.gateway: Timed out receiving packet. Attempting a reconnect.
[2025-09-05 21:57:12] [DEBUG   ] discord.client: Got a request to RESUME the websocket.
[2025-09-05 21:57:12] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-09-05 21:57:13] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-b.discord.gg
[2025-09-05 21:57:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-b-f04k",{"micros":0.0}]']}}
[2025-09-05 21:57:13] [DEBUG   ] discord.gateway: Shard ID None has sent the RESUME payload.
[2025-09-05 21:57:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:57:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 9, 'd': False}
[2025-09-05 21:57:13] [INFO    ] discord.gateway: Shard ID None session has been invalidated.
[2025-09-05 21:57:13] [DEBUG   ] discord.client: Got a request to IDENTIFY the websocket.
[2025-09-05 21:57:13] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-09-05 21:57:13] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-b.discord.gg
[2025-09-05 21:57:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-b-t1mc",{"micros":0.0}]']}}
[2025-09-05 21:57:18] [DEBUG   ] discord.gateway: Shard ID None has sent the IDENTIFY payload.
[2025-09-05 21:57:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:57:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'bot', 'primary_guild': None, 'mfa_enabled': False, 'id': '1412636582699077672', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '7715', 'clan': None, 'bot': True, 'avatar': None}, 'session_type': 'normal', 'session_id': '4cf1d20720ddc7d8bfbadc19bd8132e6', 'resume_gateway_url': 'wss://gateway-us-east1-b.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '1412640636896808982'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['us-south', 'atlanta', 'us-central', 'us-east', 'us-west'], 'game_relationships': [], 'auth': {}, 'application': {'id': '1412636582699077672', 'flags': 557056}, '_trace': ['["gateway-prd-arm-us-east1-b-t1mc",{"micros":102094,"calls":["id_created",{"micros":651,"calls":[]},"session_lookup_time",{"micros":669,"calls":[]},"session_lookup_finished",{"micros":14,"calls":[]},"discord-sessions-prd-2-172",{"micros":100091,"calls":["start_session",{"micros":60283,"calls":["discord-api-rpc-5c86ccbdf-lqjsf",{"micros":38859,"calls":["get_user",{"micros":9291},"get_guilds",{"micros":2434},"send_scheduled_deletion_message",{"micros":11},"guild_join_requests",{"micros":925},"authorized_ip_coro",{"micros":8},"pending_payments",{"micros":13952},"apex_experiments",{"micros":2014},"user_activities",{"micros":3},"played_application_ids",{"micros":1}]}]},"starting_guild_connect",{"micros":28,"calls":[]},"presence_started",{"micros":15208,"calls":[]},"guilds_started",{"micros":65,"calls":[]},"lobbies_started",{"micros":1,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":24487,"calls":[]},"connect_finished",{"micros":24491,"calls":[]},"build_ready",{"micros":13,"calls":[]},"clean_ready",{"micros":1,"calls":[]},"optimize_ready",{"micros":0,"calls":[]},"split_ready",{"micros":1,"calls":[]}]}]}]']}}
[2025-09-05 21:57:18] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-05 21:57:18] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: 4cf1d20720ddc7d8bfbadc19bd8132e6).
[2025-09-05 21:57:18] [DEBUG   ] discord.client: Dispatching event connect
[2025-09-05 21:57:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'mfa_level': 0, 'premium_progress_bar_enabled': False, 'member_count': 2, 'application_id': None, 'explicit_content_filter': 0, 'default_message_notifications': 0, 'unavailable': False, 'profile': None, 'premium_features': None, 'emojis': [], 'premium_subscription_count': 0, 'voice_states': [], 'application_command_counts': {}, 'members': [{'user': {'username': 'bot', 'public_flags': 0, 'primary_guild': None, 'id': '1412636582699077672', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '7715', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1412641006318391389'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-03T03:31:01.589000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'region': 'deprecated', 'incidents_data': None, 'splash': None, 'id': '1412640636896808982', 'latest_onboarding_question_id': None, 'banner': None, 'system_channel_id': '1412640637530013698', 'name': 'test', 'channels': [{'version': 1756870173586, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1412640637530013696', 'flags': 0}, {'version': 1756870173590, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '1412640637530013697', 'flags': 0}, {'version': 1756870173595, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1412640637530013696', 'name': 'general', 'last_message_id': '1413712305450913813', 'id': '1412640637530013698', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1756870173601, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1412640637530013697', 'name': 'General', 'last_message_id': None, 'id': '1412640637530013699', 'icon_emoji': {'name': '🎙', 'id': None}, 'flags': 0, 'bitrate': 64000}], 'afk_timeout': 300, 'max_video_channel_users': 25, 'rules_channel_id': None, 'icon': None, 'verification_level': 0, 'vanity_url_code': None, 'threads': [], 'owner_id': '729334509149093918', 'features': [], 'safety_alerts_channel_id': None, 'description': None, 'stickers': [], 'discovery_splash': None, 'moderator_reporting': None, 'premium_tier': 0, 'preferred_locale': 'en-US', 'embedded_activities': [], 'presences': [], 'lazy': True, 'inventory_settings': None, 'max_stage_video_channel_users': 50, 'system_channel_flags': 0, 'hub_type': None, 'roles': [{'version': 1756870173579, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1412640636896808982', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1757123000429, 'unicode_emoji': None, 'tags': {'bot_id': '1412636582699077672'}, 'position': 2, 'permissions': '563276639759458', 'name': 'bot', 'mentionable': False, 'managed': True, 'id': '1412641006318391389', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1757123000656, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '0', 'name': 'Officer', 'mentionable': False, 'managed': False, 'id': '1413700783211282432', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 16632384}, 'color': 16632384}], 'stage_instances': [], 'joined_at': '2025-09-03T03:31:01.589000+00:00', 'large': False, 'nsfw': False, 'public_updates_channel_id': None, 'version': 1756870280672, 'afk_channel_id': None, 'max_members': 25000000, 'soundboard_sounds': [], 'owner_configured_content_level': 0, 'home_header': None, 'guild_scheduled_events': [], 'activity_instances': [], 'nsfw_level': 0}}
[2025-09-05 21:57:18] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-05 21:57:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': 'eaef4afde8acd081d5af3eff31fc5256', 'members': [{'user': {'username': 'rubaa_', 'public_flags': 0, 'primary_guild': None, 'id': '729334509149093918', 'global_name': 'ruba', 'display_name_styles': None, 'display_name': 'ruba', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '6b7be855887154fc95616ebc0ab0c7e8'}, 'roles': ['1413700783211282432'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-03T03:29:33.538000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'bot', 'public_flags': 0, 'primary_guild': None, 'id': '1412636582699077672', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '7715', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1412641006318391389'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-03T03:31:01.589000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1412640636896808982', 'chunk_index': 0, 'chunk_count': 1}}
[2025-09-05 21:57:18] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-05 21:57:18] [DEBUG   ] discord.state: Processed a chunk for 2 members in guild ID 1412640636896808982.
[2025-09-05 21:57:20] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-09-05 21:57:20] [DEBUG   ] discord.client: Dispatching event ready
[2025-09-05 21:57:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 21:57:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:58:35] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 21:58:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:59:17] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 21:59:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:59:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 21:59:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:00:39] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:00:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:01:20] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:01:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:02:02] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:02:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:02:43] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:02:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:03:24] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:03:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:04:05] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:04:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:04:47] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:04:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:05:28] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:05:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:06:09] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:06:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:06:50] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:06:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:07:32] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:07:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:08:13] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:08:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:08:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:08:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:09:36] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:09:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:10:17] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:10:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:10:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:10:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:11:39] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:11:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:12:21] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:12:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:13:02] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:13:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:13:43] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:13:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:14:24] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:14:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:15:06] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:15:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:15:47] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:15:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:16:28] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:16:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:17:09] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-09-05 22:17:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 22:17:51] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
